,0
2489,question
2490,neutral
2491,neutral
2492,bored
2493,bored
2494,question
2495,excited
2496,excited
2497,excited
2498,question
2499,neutral
2500,bored
2501,question
2502,excited
2503,bored
2504,bored
2505,bored
2506,excited
2507,excited
2508,excited
2509,question
2510,question
2511,neutral
2512,bored
2513,question
2514,excited
2515,excited
2516,excited
2517,neutral
2518,bored
2519,neutral
2520,neutral
2521,neutral
2522,bored
2523,excited
2524,neutral
2525,bored
2526,excited
2527,neutral
2528,bored
2529,neutral
2530,excited
2531,question
2532,neutral
2533,question
2534,excited
2535,question
2536,neutral
2537,question
2538,question
2539,excited
2540,bored
2541,bored
2542,bored
2543,excited
2544,excited
2545,question
2546,bored
2547,bored
2548,excited
2549,neutral
2550,question
2551,excited
2552,question
2553,question
2554,question
2555,neutral
2556,question
2557,question
2558,excited
2559,question
2560,excited
2561,question
2562,neutral
2563,neutral
2564,excited
2565,question
2566,excited
2567,neutral
2568,bored
2569,bored
2570,question
2571,excited
2572,excited
2573,question
2574,neutral
2575,question
2576,bored
2577,question
2578,neutral
2579,question
2580,excited
2581,excited
2582,bored
2583,bored
2584,question
2585,neutral
2586,neutral
2587,bored
2588,excited
2589,bored
2590,neutral
2591,bored
2592,question
2593,neutral
2594,bored
2595,neutral
2596,neutral
2597,neutral
2598,neutral
2599,question
2600,bored
2601,question
2602,question
2603,bored
2604,excited
2605,excited
2606,neutral
2607,question
2608,question
2609,bored
2610,excited
2611,excited
2612,neutral
2613,question
2614,question
2615,bored
2616,neutral
2617,question
2618,neutral
2619,excited
2620,neutral
2621,excited
2622,excited
2623,neutral
2624,bored
2625,neutral
2626,question
2627,neutral
2628,excited
2629,excited
2630,neutral
2631,question
2632,neutral
2633,excited
2634,excited
2635,bored
2636,question
2637,question
2638,bored
2639,bored
2640,bored
2641,question
2642,excited
2643,neutral
2644,question
2645,question
2646,bored
2647,question
2648,excited
2649,neutral
2650,question
2651,excited
2652,excited
2653,bored
2654,excited
2655,neutral
2656,question
2657,question
2658,bored
2659,excited
2660,neutral
2661,excited
2662,neutral
2663,neutral
2664,question
2665,excited
2666,neutral
2667,bored
2668,bored
2669,excited
2670,bored
2671,bored
2672,neutral
2673,bored
2674,excited
2675,neutral
2676,question
2677,excited
2678,neutral
2679,excited
2680,bored
2681,bored
2682,question
2683,neutral
2684,neutral
2685,question
2686,bored
2687,excited
2688,neutral
2689,bored
2690,excited
2691,excited
2692,question
2693,question
2694,excited
2695,neutral
2696,neutral
2697,question
2698,neutral
2699,bored
2700,bored
2701,neutral
2702,excited
2703,question
2704,bored
2705,question
2706,neutral
2707,neutral
2708,neutral
2709,excited
2710,question
2711,neutral
2712,neutral
2713,question
2714,neutral
2715,neutral
2716,question
2717,excited
2718,question
2719,neutral
2720,excited
2721,bored
2722,excited
2723,neutral
2724,neutral
2725,question
2726,bored
2727,excited
2728,neutral
2729,question
2730,excited
2731,question
2732,neutral
2733,bored
2734,excited
2735,excited
2736,excited
2737,excited
2738,neutral
2739,question
2740,bored
2741,question
2742,question
2743,bored
2744,bored
2745,question
2746,excited
2747,question
2748,neutral
2749,question
2750,question
2751,neutral
2752,excited
2753,excited
2754,question
2755,neutral
2756,neutral
2757,question
2758,excited
2759,neutral
2760,question
2761,question
2762,excited
2763,excited
2764,neutral
2765,bored
2766,bored
2767,bored
2768,question
2769,excited
2770,excited
2771,neutral
2772,bored
2773,excited
2774,neutral
2775,question
2776,excited
2777,excited
2778,neutral
2779,bored
2780,neutral
2781,question
2782,question
2783,question
2784,question
2785,bored
2786,question
2787,bored
2788,excited
2789,question
2790,bored
2791,question
2792,question
2793,neutral
2794,neutral
2795,bored
2796,excited
2797,bored
2798,excited
2799,neutral
2800,question
2801,neutral
2802,question
2803,neutral
2804,question
2805,question
2806,excited
2807,neutral
2808,neutral
2809,question
2810,bored
2811,bored
2812,neutral
2813,question
2814,excited
2815,question
2816,excited
2817,bored
2818,bored
2819,neutral
2820,bored
2821,neutral
2822,neutral
2823,question
2824,neutral
2825,bored
2826,neutral
2827,question
2828,question
2829,question
2830,neutral
2831,excited
2832,bored
2833,neutral
2834,neutral
2835,bored
2836,bored
2837,bored
2838,question
2839,question
2840,bored
2841,bored
2842,question
2843,question
2844,excited
2845,question
2846,excited
2847,neutral
2848,neutral
2849,bored
2850,neutral
2851,question
2852,excited
2853,neutral
2854,neutral
2855,neutral
2856,question
2857,question
2858,bored
2859,excited
2860,excited
2861,excited
2862,excited
2863,neutral
2864,bored
2865,bored
2866,excited
2867,excited
2868,neutral
2869,excited
2870,excited
2871,question
2872,excited
2873,bored
2874,excited
2875,question
2876,bored
2877,question
2878,question
2879,question
2880,bored
2881,neutral
2882,excited
2883,neutral
2884,bored
2885,bored
2886,bored
2887,excited
2888,question
2889,neutral
2890,neutral
2891,question
2892,excited
2893,excited
2894,excited
2895,excited
2896,question
2897,question
2898,bored
2899,bored
2900,excited
2901,question
2902,excited
2903,excited
2904,question
2905,question
2906,neutral
2907,neutral
2908,question
2909,question
2910,excited
2911,question
2912,bored
2913,bored
2914,neutral
2915,neutral
2916,question
2917,neutral
2918,bored
2919,question
2920,question
2921,neutral
2922,excited
2923,neutral
2924,excited
2925,excited
2926,bored
2927,excited
2928,neutral
2929,bored
2930,bored
2931,bored
2932,excited
2933,question
2934,excited
2935,excited
2936,bored
2937,question
2938,neutral
2939,excited
2940,neutral
2941,bored
2942,question
2943,neutral
2944,question
2945,question
2946,excited
2947,excited
2948,neutral
2949,bored
2950,bored
2951,neutral
2952,neutral
2953,question
2954,question
2955,neutral
2956,bored
2957,bored
2958,question
2959,excited
2960,question
2961,question
2962,excited
2963,excited
2964,question
2965,excited
2966,bored
2967,question
2968,question
2969,neutral
2970,bored
2971,excited
2972,excited
2973,question
2974,bored
2975,question
2976,neutral
2977,neutral
2978,bored
2979,neutral
2980,neutral
2981,question
2982,bored
2983,question
2984,bored
2985,excited
2986,question
2987,excited
2988,excited
2989,question
2990,excited
2991,bored
2992,excited
2993,excited
2994,neutral
2995,question
2996,question
2997,question
2998,bored
2999,neutral
3000,neutral
3001,excited
3002,excited
3003,excited
3004,bored
3005,neutral
3006,question
3007,neutral
3008,question
3009,question
3010,neutral
3011,excited
3012,neutral
3013,neutral
3014,bored
3015,neutral
3016,excited
3017,excited
3018,neutral
3019,excited
3020,excited
3021,question
3022,neutral
3023,question
3024,neutral
3025,neutral
3026,neutral
3027,question
3028,excited
3029,question
3030,excited
3031,question
3032,bored
3033,question
3034,question
3035,question
3036,neutral
3037,bored
3038,excited
3039,bored
3040,excited
3041,excited
3042,excited
3043,bored
3044,question
3045,question
3046,neutral
3047,excited
3048,neutral
3049,neutral
3050,excited
3051,excited
3052,neutral
3053,question
3054,neutral
3055,neutral
3056,neutral
3057,neutral
3058,question
3059,excited
3060,bored
3061,excited
3062,bored
3063,bored
3064,neutral
3065,question
3066,excited
3067,bored
3068,neutral
3069,question
3070,question
3071,excited
3072,bored
3073,question
3074,bored
3075,bored
3076,bored
3077,neutral
3078,question
3079,neutral
3080,question
3081,excited
3082,neutral
3083,neutral
3084,bored
3085,excited
3086,excited
3087,neutral
3088,neutral
3089,neutral
3090,question
3091,bored
3092,bored
3093,neutral
3094,question
3095,question
3096,bored
3097,neutral
3098,neutral
3099,excited
3100,bored
3101,bored
3102,bored
3103,bored
3104,neutral
3105,neutral
3106,excited
3107,excited
3108,excited
3109,neutral
3110,bored
3111,bored
3112,excited
3113,neutral
3114,question
3115,question
3116,bored
3117,question
3118,neutral
3119,question
3120,bored
3121,bored
3122,neutral
3123,excited
3124,bored
3125,excited
3126,excited
3127,neutral
3128,excited
3129,excited
3130,question
3131,bored
3132,neutral
3133,neutral
3134,bored
3135,question
3136,question
3137,excited
3138,question
3139,neutral
3140,bored
3141,question
3142,question
3143,bored
3144,question
3145,excited
3146,neutral
3147,question
3148,excited
3149,bored
3150,excited
3151,bored
3152,bored
3153,question
3154,bored
3155,bored
3156,bored
3157,neutral
3158,excited
3159,bored
3160,excited
3161,excited
3162,bored
3163,bored
3164,neutral
3165,question
3166,question
3167,question
3168,bored
3169,neutral
3170,neutral
3171,neutral
3172,neutral
3173,bored
3174,neutral
3175,excited
3176,excited
3177,neutral
3178,excited
3179,question
3180,excited
3181,question
3182,excited
3183,excited
3184,excited
3185,excited
3186,bored
3187,bored
3188,question
3189,question
3190,excited
3191,bored
3192,neutral
3193,bored
3194,neutral
3195,neutral
3196,neutral
3197,neutral
3198,neutral
3199,question
3200,bored
3201,question
3202,bored
3203,excited
3204,excited
3205,bored
3206,question
3207,excited
3208,excited
3209,bored
3210,bored
3211,excited
3212,excited
3213,bored
3214,neutral
3215,excited
3216,question
3217,bored
3218,bored
3219,bored
3220,question
3221,neutral
3222,excited
3223,question
3224,neutral
3225,neutral
3226,bored
3227,neutral
3228,excited
3229,bored
3230,bored
3231,question
3232,neutral
3233,bored
3234,neutral
3235,neutral
3236,neutral
3237,question
3238,question
3239,bored
3240,neutral
3241,excited
3242,question
3243,excited
3244,bored
3245,bored
3246,question
3247,excited
3248,bored
3249,bored
3250,bored
3251,excited
3252,bored
3253,excited
3254,excited
3255,excited
3256,excited
3257,question
3258,question
3259,excited
3260,question
3261,question
3262,question
3263,bored
3264,bored
3265,bored
3266,bored
3267,question
3268,bored
3269,neutral
3270,question
3271,bored
3272,bored
3273,neutral
3274,excited
3275,question
3276,question
3277,neutral
3278,bored
3279,bored
3280,question
3281,bored
3282,question
3283,bored
3284,question
3285,neutral
3286,neutral
3287,bored
3288,bored
3289,bored
3290,bored
3291,bored
3292,question
3293,bored
3294,question
3295,question
3296,question
3297,neutral
3298,bored
3299,neutral
3300,neutral
3301,excited
3302,neutral
3303,bored
3304,question
3305,question
3306,bored
3307,bored
3308,excited
3309,bored
3310,neutral
3311,excited
3312,bored
3313,question
3314,question
3315,bored
3316,excited
3317,neutral
3318,question
3319,neutral
3320,bored
3321,bored
3322,neutral
3323,neutral
3324,neutral
3325,bored
3326,question
3327,bored
3328,neutral
3329,bored
3330,question
3331,excited
3332,excited
3333,neutral
3334,bored
3335,bored
3336,bored
3337,question
3338,excited
3339,question
3340,excited
3341,question
3342,question
3343,neutral
3344,question
3345,bored
3346,neutral
3347,excited
3348,excited
3349,bored
3350,neutral
3351,excited
3352,question
3353,excited
3354,neutral
3355,neutral
3356,excited
3357,question
3358,question
3359,neutral
3360,question
3361,neutral
3362,neutral
3363,question
3364,neutral
3365,bored
3366,neutral
3367,neutral
3368,neutral
3369,bored
3370,bored
3371,question
3372,question
3373,question
3374,neutral
3375,question
3376,neutral
3377,question
3378,bored
3379,excited
3380,neutral
3381,bored
3382,bored
3383,question
3384,excited
3385,question
3386,bored
3387,bored
3388,excited
3389,bored
3390,neutral
3391,neutral
3392,excited
3393,question
3394,neutral
3395,bored
3396,bored
3397,neutral
3398,question
3399,excited
3400,neutral
3401,neutral
3402,neutral
3403,excited
3404,question
3405,excited
3406,neutral
3407,excited
3408,neutral
3409,bored
3410,excited
3411,bored
3412,neutral
3413,excited
3414,excited
3415,bored
3416,neutral
3417,neutral
3418,question
3419,question
3420,question
3421,bored
3422,neutral
3423,bored
3424,bored
3425,excited
3426,neutral
3427,bored
3428,excited
3429,question
3430,question
3431,bored
3432,bored
3433,neutral
3434,neutral
3435,neutral
3436,bored
3437,excited
3438,bored
3439,excited
3440,excited
3441,question
3442,question
3443,excited
3444,neutral
3445,question
3446,excited
3447,excited
3448,bored
3449,question
3450,question
3451,question
3452,question
3453,bored
3454,bored
3455,bored
3456,bored
3457,bored
3458,bored
3459,neutral
3460,neutral
3461,bored
3462,excited
3463,question
3464,excited
3465,neutral
3466,excited
3467,excited
3468,neutral
3469,bored
3470,excited
3471,neutral
3472,bored
3473,neutral
3474,excited
3475,question
3476,bored
3477,bored
3478,question
3479,excited
3480,neutral
3481,bored
3482,bored
3483,excited
3484,neutral
3485,neutral
3486,neutral
3487,neutral
3488,question
3489,question
3490,neutral
3491,bored
3492,excited
3493,excited
3494,neutral
3495,neutral
3496,question
3497,neutral
3498,bored
3499,neutral
3500,neutral
3501,excited
3502,neutral
3503,bored
3504,bored
3505,neutral
3506,neutral
3507,neutral
3508,bored
3509,question
3510,excited
3511,excited
3512,bored
3513,bored
3514,bored
3515,excited
3516,bored
3517,excited
3518,bored
3519,excited
3520,question
3521,excited
3522,bored
3523,bored
3524,bored
3525,excited
3526,question
3527,excited
3528,neutral
3529,bored
3530,question
3531,neutral
3532,excited
3533,bored
3534,neutral
3535,neutral
3536,neutral
3537,neutral
3538,question
3539,neutral
3540,question
3541,bored
3542,bored
3543,bored
3544,excited
3545,excited
3546,question
3547,bored
3548,neutral
3549,bored
3550,question
3551,question
3552,bored
3553,neutral
3554,excited
3555,bored
3556,excited
3557,neutral
3558,neutral
3559,question
3560,excited
3561,excited
3562,neutral
3563,question
3564,neutral
3565,excited
3566,question
3567,question
3568,bored
3569,neutral
3570,excited
3571,question
3572,bored
3573,neutral
3574,bored
3575,question
3576,excited
3577,question
3578,excited
3579,bored
3580,excited
3581,neutral
3582,bored
3583,question
3584,neutral
3585,bored
3586,excited
3587,excited
3588,bored
3589,bored
3590,question
3591,bored
3592,bored
3593,excited
3594,excited
3595,question
3596,question
3597,bored
3598,excited
3599,excited
3600,neutral
3601,bored
3602,bored
3603,excited
3604,excited
3605,neutral
3606,excited
3607,excited
3608,neutral
3609,excited
3610,bored
3611,neutral
3612,neutral
3613,question
3614,neutral
3615,question
3616,excited
3617,question
3618,excited
3619,neutral
